entity_id,company,sector,subsector,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,other_investors,robotnik_notes,source,source_status,total_raised_m,public_market_link,related_tickers
rivr,Rivr,Robotics,Machine Vision & Sensors,M&A,venture,,,2026-03-19,19-Mar-26,Mar-26,1Q26,2026,Switzerland (Zurich),Amazon (acquirer),,"ETH Zurich-Robotic-Systems-Lab spinout; stair-climbing legged delivery robots for last-meter logistics. M&A acquired by Amazon (March 19, 2026); terms undisclosed. Builds on $22M seed round (2024). Amazon strategic acquisition aligns Rivr with Industrial Innovation Fund / Bezos Expeditions thesis.",https://techcrunch.com/2026/03/19/amazon-acquires-rivr-maker-of-a-stair-climbing-delivery-robot/,verified,,,
swarmer,Swarmer,Robotics,Autonomous Systems & Drones,IPO,venture,15.0,,2026-03-17,17-Mar-26,Mar-26,1Q26,2026,Israel,,,"Drone-swarm software company that IPO'd on NASDAQ as SWMR — priced at $5/share, ~3M shares for ~$15M raise. Software-first defense-tech focus. Modest IPO size but represents public-market validation for small defense-software companies. NOTE: previously listed as TASE-listed; that was incorrect — listing is NASDAQ.",https://www.globes.co.il/news/article.aspx?did=1001512345,verified,15.0,,SWMR
frore-systems,Frore Systems,Semiconductors,Equipment,Series D,venture,143.0,,2026-03-16,16-Mar-26,Mar-26,1Q26,2026,USA,MVP Ventures,"Fidelity, Mayfield Fund, Addition, Qualcomm Ventures, Alumni Ventures",Develops solid-state active cooling chips for electronics thermal management. Series D of $143M; lead undisclosed. Competes with traditional heatsink/fan solutions and emerging thermal technologies. Disrupts cooling for AI chips — relevant to NVIDIA (NVDA) and AMD (AMD) GPU thermal envelopes. Watch for design wins with hyperscaler server OEMs.,https://www.froresystems.com/media-room/frore-systems-becomes-1-64b-unicorn-as-the-thermal-stack-emerges-as-foundational-infrastructure-for-the-ai-era,verified,143.0,,NVDA;AMD
roboforce,RoboForce,Robotics,Industrial Robots,Series A,venture,52.0,,2026-03-16,16-Mar-26,Mar-26,1Q26,2026,"USA (Milpitas, CA)",YZi Labs,"Jerry Yang, Gary Rieschel, Carnegie Mellon University","AI-powered industrial robot company building systems for heavy manufacturing applications. $52M Series A from YZi Labs (formerly Binance Labs) is notable — crypto-adjacent capital entering industrial robotics. Competes with FANUC (6954 JP), ABB (ABBN SW), and Veo Robotics. Watch for first factory deployments and customer traction.",https://siliconangle.com/2026/03/16/roboforce-raises-52m-develop-physical-ai-robots-industrial-labor/,verified,52.0,,6954 JP;ABBN SW
doe-cmei-program,DOE CMEI Program,Materials,Rare Earths & Critical Minerals,Grant,government,500.0,,2026-03-13,13-Mar-26,Mar-26,1Q26,2026,USA,U.S. Department of Energy,,US Department of Energy grant programme for critical minerals extraction and processing infrastructure. $500M across multiple recipients under CMEI initiative. Supports domestic rare earth and critical mineral supply chain buildout. Competes for policy attention with DoD and Commerce Department mineral programmes. Watch for individual project awards and production milestones.,https://www.energy.gov/articles/energy-department-announces-500-million-strengthen-domestic-critical-materials-processing,verified,500.0,,MP;LYC AU
sunday,Sunday,Robotics,Humanoid & Service Robots,Series B,venture,165.0,,2026-03-12,12-Mar-26,Mar-26,1Q26,2026,"USA (Mountain View, CA)",Coatue,,"US household humanoid robotics startup; Memo (dishwasher robot) is the launch product. $165M Series B led by Coatue at $1.15B valuation. Targets the consumer/domestic humanoid market — NOT a Thai agricultural cobot company as previously stored. Competes with 1X (NEO), The Bot Company, and other consumer-humanoid plays.",https://techcrunch.com/2026/03/12/humanoid-robotics-maker-sunday-reaches-1-15b-valuation-to-build-household-robots/,verified,165.0,,TER
xscape-photonics,Xscape Photonics,Semiconductors,Fabless Design,Series A (extension),venture,37.0,,2026-03-12,12-Mar-26,Mar-26,1Q26,2026,USA,Addition,"IAG Capital Partners, NVIDIA, additional existing investors","Silicon photonics startup developing integrated optical components for data centre and telecom applications. $37M Series A extension; lead undisclosed. Competes with Ayar Labs, Intel (INTC) Silicon Photonics, and Cisco. Watch for product sampling and customer design-ins.",https://siliconangle.com/2026/03/11/xscape-debuts-first-laser-based-optical-interconnect-raising-37m-fresh-funding/,verified,37.0,,INTC
elephantech,Elephantech,Semiconductors,OSAT / Packaging & Test,Series F,venture,27.0,,2026-03-12,12-Mar-26,Mar-26,1Q26,2026,Japan (Tokyo),Mitsubishi Electric,,"Japanese printed electronics company developing additive circuit manufacturing for flexible PCBs. $27M Series F from Mitsubishi Electric reflects strategic interest in next-gen PCB manufacturing. Competes with traditional PCB manufacturers (Unimicron 3037 TT, Ibiden 4062 JP). Watch for mass production scaling and automotive/consumer electronics adoption.",https://thebridge.jp/en/2026/03/elephantech-secures-%c2%a54-billion-series-f-funding-from-mitsubishi-electric-forms-business-alliance-to-promote-new-pcb-manufacturing-method-sustainacircuits,verified,27.0,,3037 TT;4062 JP
amplisi,AmpliSi,Materials,Battery Materials,Pre-Seed,venture,2.5,,2026-03-12,12-Mar-26,Mar-26,1Q26,2026,United Kingdom (Sheffield),,,"University of Sheffield spinout developing porous silicon anodes for next-generation lithium-ion batteries. £2M (~$2.5M) pre-seed for early R&D. Competes with Sila Nanotechnologies (US) and Group14 (US) on silicon-anode technology, NOT semiconductor silicon substrates as previously stored.",https://sheffield.ac.uk/commercialisation/news/northern-gritstone-co-leads-ps2-million-pre-seed-round-amplisi,verified,2.5,,4063 JP;3436 JP
mind-robotics,Mind Robotics,Robotics,Industrial Robots,Series A,venture,500.0,,2026-03-11,11-Mar-26,Mar-26,1Q26,2026,"USA (Irvine, CA)","Andreessen Horowitz, Accel",,"Rivian (RIVN) spinout building industrial robots for factory automation, founded by Rivian CEO RJ Scaringe. $500M Series A co-led by Andreessen Horowitz and Accel at $2B valuation. NOT a Chinese humanoid play as previously stored. Demonstrates Rivian leveraging its EV manufacturing IP into adjacent factory-automation hardware.",https://techcrunch.com/2026/03/11/rivian-mind-robotics-series-a-500m-fund-raise-industrial-ai-powered-robots/,verified,500.0,,TSLA;XPEV
nexthop-ai,Nexthop AI,Semiconductors,Fabless Design,Series B,venture,500.0,4200.0,2026-03-10,10-Mar-26,Mar-26,1Q26,2026,"USA (Santa Clara, CA)",Lightspeed Venture Partners,"Andreessen Horowitz, Altimeter Capital","Designs AI networking chips for next-generation data centre interconnect. $500M Series B from Lightspeed Venture Partners is one of the largest networking chip raises. Competes with Broadcom (AVGO), Marvell (MRVL), and NVIDIA (NVDA) networking division. Watch for first chip sampling and hyperscaler design wins.",https://www.businesswire.com/news/home/20260310574112/en/Nexthop-AI-Accelerates-Into-Hypergrowth,verified,500.0,,AVGO;MRVL;NVDA
rhoda-ai,Rhoda AI,Robotics,Software & Simulation,Undisclosed,venture,450.0,1700,2026-03-10,10-Mar-26,Mar-26,1Q26,2026,USA,Khosla Ventures,"Temasek, Mayfield Fund, Capricorn, additional investors","Embodied-AI software company exiting stealth with $450M Series A at $1.7B valuation, led by Khosla Ventures with Temasek + Mayfield. FutureVision/DVA models using video-pretraining approach for cross-embodiment. Major early-stage validation for video-pretraining as alternative to teleop-data-collection thesis (Skild AI/Physical Intelligence comp).",https://siliconangle.com/2026/03/10/rhoda-ai-raises-450m-build-foundational-robotics-models-learn-internet-videos/,verified,450.0,,TSLA;GOOGL
psibot,PsiBot,Robotics,Humanoid & Service Robots,Series A,venture,280,,2026-03-10,10-Mar-26,Mar-26,1Q26,2026,China (Beijing),"China Development Bank Capital, Guozhong Capital, CCTV Media Convergence Industry Investment Fund","Xuhui Capital (Shanghai), Wuxi state-backed funds, Lanchi Venture Capital, Hillhouse","Combined Angel + Pre-A rounds totaling RMB 2B (~$280M), heavily state-backed syndicate. Embodied AI focused on dexterous manipulation (Psi-R series VLA models, PsiBot V1 wheeled dual-arm robot). Meituan partnership for ""Little Yellow Bee"" logistics robot; NVIDIA collaboration on simulation training.",https://autonews.gasgoo.com/articles/news/2-billion-yuan-why-did-state-backed-capital-collectively-bet-on-this-robotics-startup-2031717172080922625,verified,,,
eridu,Eridu,Semiconductors,Fabless Design,Series A,venture,200.0,,2026-03-10,10-Mar-26,Mar-26,1Q26,2026,USA,"Socratic Partners, John Doerr","Matter Venture Partners, additional investors",AI networking chip startup developing high-radix networking silicon for AI infrastructure. Founded by Drew Perkins and Omar Hassen (ex-Broadcom/Marvell pedigree on networking ASICs). Series A led by Socratic Partners + John Doerr. Targets the same AI-networking opportunity as Enfabrica/Astera Labs from a different architectural angle.,https://techcrunch.com/2026/03/10/ai-network-startup-eridu-emerges-from-stealth-with-hefty-200m-series-a/,verified,200.0,,
orqa,Orqa,Robotics,Autonomous Systems & Drones,Series A,venture,14.0,,2026-03-10,10-Mar-26,Mar-26,1Q26,2026,Croatia (Osijek),,,Croatian FPV drone and smart goggle company expanding from consumer/racing into defence markets. $14M Series A; lead undisclosed but likely European defence-tech investors. Competes with DJI in consumer FPV and emerging defence FPV drone makers. Watch for NATO procurement and defence product line expansion.,https://eu-startups.com/2026/03/orqa-series-a/,verified,14.0,,
nscale,Nscale,Semiconductors,Frontier Compute,Series C,venture,2000.0,14600.0,2026-03-09,09-Mar-26,Mar-26,1Q26,2026,United Kingdom (London),"Aker ASA, 8090 Industries",,"UK-based AI infrastructure hyperscaler building vertically integrated GPU compute and data centres. $2B Series C co-led by Aker ASA and 8090 Industries at $14.6B valuation — largest European Series C ever. NVIDIA (NVDA), Dell, Nokia among investors. Competes with CoreWeave, Lambda, and US hyperscalers in AI compute. Valuation jumped >4x from Series B in 6 months. Watch for IPO (flagged for 2026), Stargate Norway/UK deployments, and Microsoft partnership execution.",https://www.nscale.com/press-releases/nscale-series-c,verified,4500.0,,NVDA
elementium-materials,Elementium Materials,Materials,Rare Earths & Critical Minerals,Seed,venture,11.0,,2026-03-06,06-Mar-26,Mar-26,1Q26,2026,USA,,,"US startup focused on critical mineral extraction and processing technologies. $11M seed; lead investor undisclosed. Competes with MP Materials (MP), Lynas (LYC AU), and other rare earth processors. Watch for pilot plant results and government grant awards under critical minerals programmes.",https://www.axios.com/pro/climate-deals/2026/03/06/elementium-11-million-battery-materials,verified,11.0,,MP;LYC AU
neura-robotics,NEURA Robotics,Robotics,Humanoid & Service Robots,Undisclosed,venture,1200.0,4600.0,2026-03-04,04-Mar-26,Mar-26,1Q26,2026,Germany (Metzingen),Tether Holdings,,"German cognitive robotics company developing humanoid and collaborative robots with onboard AI. ~$1.2B (€1B) round backed by Tether Holdings at ~€4B valuation; follows €120M Series B in Jan-25. Competes with Figure AI, 1X, Apptronik, and Tesla (TSLA) Optimus. Tether involvement is unusual — crypto capital entering physical robotics. Customers include Kawasaki and Omron. Watch for MiPA consumer robot launch and Schaeffler actuator partnership scaling.",https://siliconangle.com/2026/03/04/humanoid-robot-maker-neura-robotics-reportedly-raising-1-2b-funding/,verified,1520.0,,TSLA;XPEV
pld-space,PLD Space,Space,Launch,Series C,venture,209.0,,2026-03-04,04-Mar-26,Mar-26,1Q26,2026,Spain (Elche),Mitsubishi Electric Corporation,,"Spanish launch vehicle company developing the MIURA 5 small launcher. Eur180M Series C led by Mitsubishi Electric (with Eur30M EIB tranche separately announced bringing total to ~Eur210M). Strategic Mitsubishi anchor signals Asian distribution and customer pull. Stored amount $209M reflects the combined Series C + EIB; if you want only the equity portion, that's ~$195M.",https://spacenews.com/pld-space-raises-209-million-to-shift-into-serial-rocket-production/,verified,209.0,,RKLB
sierra-space,Sierra Space,Space,In-Orbit Services,Series C,venture,550.0,8000.0,2026-03-03,03-Mar-26,Mar-26,1Q26,2026,"USA (Louisville, CO)",LuminArx Capital Management,,"Defence-tech space company building satellites, the Dream Chaser spaceplane, and space infrastructure. $550M Series C led by LuminArx Capital at $8B valuation; pivoting from commercial to national security focus. Competes with Lockheed Martin, Northrop Grumman, and SpaceX in defence space. Watch for Dream Chaser demo flight (late 2026) and SDA satellite programme execution.",https://www.sierraspace.com/press-releases/sierra-space-closes-550-million-in-series-c-round-with-a-valuation-of-8-billion/,verified,2000.0,,RKLB;LUNR
ayar-labs,Ayar Labs,Semiconductors,Fabless Design,Series E,venture,500.0,3750.0,2026-03-03,03-Mar-26,Mar-26,1Q26,2026,"USA (San Jose, CA)",Neuberger Berman,,"Co-packaged optics (CPO) pioneer developing silicon photonic chiplets for AI data centre interconnect. $500M Series E led by Neuberger Berman at $3.75B valuation; total raised $870M. Strategic backing from AMD (AMD), NVIDIA (NVDA), and MediaTek validates CPO for AI scale-up. Competes with Broadcom (AVGO), Intel (INTC) Silicon Photonics, and Lightmatter. Watch for volume production ramp at TSMC (TSM) and hyperscaler deployment milestones.",https://ayarlabs.com/news/series-e,verified,870.0,,AVGO;INTC;AMD;NVDA
vast,Vast,Space,In-Orbit Services,Series A,venture,500.0,,2026-03-03,03-Mar-26,Mar-26,1Q26,2026,"USA (Long Beach, CA)",Balerion Space Ventures,,"Commercial space station developer building Haven-1 (launching 2026) and multi-module Haven-2 as ISS successor. $500M ($300M equity + $200M debt) led by Balerion Space Ventures; first external funding after founder Jed McCaleb self-funded. QIA, IQT, Mitsui, and Nikon participating signals international and strategic conviction. Competes with Axiom Space, Sierra Space, and Blue Origin. Watch for Haven-1 launch, NASA PAM-6 mission, and CLD Phase 2 competition.",https://www.vastspace.com/updates/vast-secures-500m-in-funding-to-accelerate-production-of-haven-space-stations,verified,500.0,,LUNR
rapidus,Rapidus,Semiconductors,Foundry,Government investment,government,1700.0,,2026-02-27,27-Feb-26,Feb-26,1Q26,2026,"Japan (Chitose, Hokkaido)",Japan IPA (govt; 100B yen),"Canon, Fujitsu, NTT, SoftBank, Sony, Development Bank of Japan (32 private companies total; 167.6B yen)","Japan's flagship advanced semiconductor foundry aiming for 2nm production by 2027. $1.7B government investment (100B yen from IPA) is part of Japan's semiconductor sovereignty push. Competes with TSMC (TSM), Samsung, and Intel (INTC) in leading-edge foundry. Watch for IBM technology transfer milestones and first customer announcements.",https://www.japantimes.co.jp/business/2026/02/27/companies/rapidus-new-investment/,verified,1700.0,,TSM;INTC
nio-genitech,Nio GeniTech,Semiconductors,Fabless Design,Series A,venture,330.0,1450.0,2026-02-26,26-Feb-26,Feb-26,1Q26,2026,China (Shanghai),"Hefei State-owned Investment, Hefei Haiheng, IDG Capital, China Fortune-Tech Capital, Hua Capital","Hefei State-Owned Capital, Hefei Haiheng, China Fortune-Tech Capital, Yuanhe Puhua",EV maker NIO's semiconductor spinout developing automotive AI chips. $330M Series A from IDG Capital and NIO Capital is massive for Chinese automotive chip startup. Competes with Qualcomm (QCOM) in automotive SoCs and domestic Chinese chip designers (Horizon Robotics). Watch for first chip production at foundry partner and NIO vehicle integration. Note: Hefei state-owned funds participation suggests Hefei (Anhui) base for new factory.,https://cnevpost.com/2026/02/26/nio-confirms-chip-unit-funding/,verified,330.0,,QCOM
revel,Revel,Robotics,Autonomous Systems & Drones,Series B,venture,150.0,1000.0,2026-02-26,26-Feb-26,Feb-26,1Q26,2026,"USA (Los Angeles, CA)",Index Ventures,"Redpoint Ventures, Thrive Capital, Felicis, Abstract Ventures","AI-driven autonomous systems test and evaluation platform. $150M Series B from Index Ventures is strong for test & measurement in defence and autonomous systems. Competes with National Instruments (Emerson EMR), Keysight, and emerging simulation platforms. Watch for US DoD T&E contracts and autonomous vehicle certification partnerships.",https://finance.yahoo.com/news/revel-raises-150m-series-b-140000398.html,verified,150.0,,EMR
sophia-space,Sophia Space,Space,In-Orbit Services,Seed,venture,10.0,,2026-02-26,26-Feb-26,Feb-26,1Q26,2026,"USA (Pasadena, CA)","Alpha Funds, KDDI Green Partners Fund, Unlock Venture Partners",,Modular cooling and TILES processors for space-based data centers (orbital DCs). $10M seed from Alpha Funds + KDDI Green Partners + Unlock Venture Partners. Adjacent to Lumen Orbit/Starcloud thesis on putting compute in orbit. NOT satellite-based PV monitoring as previously stored.,https://techcrunch.com/2026/02/26/sophia-space-raises-10m-seed-to-demo-novel-space-computers/,verified,10.0,,
oq-technology,OQ Technology,Space,Satellite Communications,Debt Financing,debt,29.0,,2026-02-25,25-Feb-26,Feb-26,1Q26,2026,Luxembourg,European Investment Bank (InvestEU),,"Luxembourg-based 5G/IoT satellite operator using existing GEO satellites for narrowband IoT connectivity. $29M EIB debt financing (InvestEU guarantee) reflects European institutional support for space IoT. Competes with AST SpaceMobile (ASTS), Globalstar (GSAT), and Iridium (IRDM) in satellite IoT. Watch for 5G NTN standard adoption and fleet expansion.",https://payloadspace.com/oq-technology-lands-e25m-in-eib-venture-debt-financing/,verified,29.0,,ASTS;GSAT;IRDM
wayve,Wayve,Robotics,Autonomous Systems & Drones,Series D,venture,1200.0,8600.0,2026-02-24,24-Feb-26,Feb-26,1Q26,2026,United Kingdom (London),"Eclipse Ventures, Balderton Capital, SoftBank Vision Fund 2","Microsoft, NVentures (NVIDIA), Uber, Mercedes-Benz, Nissan, Stellantis, Ontario Teachers' Pension Plan, Baillie Gifford, British Business Bank","London-based autonomous driving company using end-to-end learned driving for commercial vehicles. $1.2B Series D co-led by Eclipse, Balderton, and SoftBank is one of Europe's largest AV raises ever. Competes with Waymo (GOOGL), Tesla (TSLA) FSD, and Mobileye (MBLY) in AV. Watch for UK commercial launch and OEM platform licensing deals.",https://techcrunch.com/2026/02/24/self-driving-tech-startup-wayve-raises-1-2b-from-nvidia-uber-and-three-automakers/,verified,1200.0,,TSLA;GOOGL
matx,MatX,Semiconductors,Fabless Design,Series B,venture,500.0,,2026-02-24,24-Feb-26,Feb-26,1Q26,2026,"USA (Mountain View, CA)","Jane Street, Situational Awareness (Leopold Aschenbrenner)","Spark Capital, Triatomic Capital, Harpoon Ventures, Andrej Karpathy, Patrick & John Collison (Stripe), Alchip, Marvell","Custom AI ASIC company building chips optimised for transformer training and inference. $500M Series B co-led by Jane Street and Leopold Aschenbrenner's Situational Awareness fund is notable — financial trading firm backing signals compute-hungry customer pull. Competes with NVIDIA (NVDA), Google (GOOGL) TPU, and Cerebras. Watch for first chip tapeout and hyperscaler adoption.",https://techcrunch.com/2026/02/24/nvidia-challenger-ai-chip-startup-matx-raised-500m/,verified,500.0,,NVDA;GOOGL
sambanova,SambaNova,Semiconductors,Fabless Design,Series E,venture,350.0,,2026-02-24,24-Feb-26,Feb-26,1Q26,2026,"USA (San Jose, CA)","Vista Equity Partners, Cambium Capital","Intel Capital (~$100-150M), Assam Ventures, Battery Ventures, Gulf Development, Mayfield Capital, Saudi First Data, Seligman Ventures, T. Rowe Price","Full-stack AI platform company offering custom AI chips (SN40L) and software. $350M Series E from Vista Equity Partners extends SambaNova's enterprise AI platform play. Competes with NVIDIA (NVDA) DGX Cloud, Cerebras, and cloud providers. Watch for enterprise revenue trajectory and potential IPO path.",https://siliconangle.com/2026/02/24/sambanova-steps-challenge-nvidia-new-chip-350m-funding-powerful-ally-intel/,verified,350.0,,NVDA
spirit-ai,Spirit AI,Robotics,Humanoid & Service Robots,Series A,venture,290.0,1400.0,2026-02-24,24-Feb-26,Feb-26,1Q26,2026,China (Beijing),"Chaos Investment, YF Capital (Yunfeng Capital)","HongShan, Synstellation Capital, TCL Capital, 360 Capital, HouXue Capital","Chinese humanoid robot company focused on bipedal humanoid platforms for industrial applications. $290M Series A from Chaos Investment and YF Capital is very large for Series A humanoid. Competes with Unitree, Galbot, and XPEV robotics division. Third Chinese humanoid raise exceeding $100M in Q1 2026 — sector is in deployment-capital phase. Watch for factory deployment pilots and government contracts.",https://www.caixinglobal.com/2026-02-24/chinas-spirit-ai-valued-at-over-10-billion-yuan-after-two-funding-rounds-102416556.html,verified,290.0,,TSLA;XPEV
axelera-ai,Axelera AI,Semiconductors,Fabless Design,Series C,venture,250.0,,2026-02-24,24-Feb-26,Feb-26,1Q26,2026,Netherlands (Eindhoven),Innovation Industries,"BlackRock, SiteGround Capital, Bitfury, CDP Venture Capital, EIC Fund, Samsung Catalyst Fund, Invest-NL","Dutch AI edge computing chip company designing accelerators for computer vision and LLM inference. $250M Series C from Innovation Industries brings European sovereign-adjacent capital. Competes with Qualcomm (QCOM), Intel (INTC) Movidius, and Hailo in edge AI. Watch for automotive ADAS design wins and European chip sovereignty positioning.",https://www.bloomberg.com/news/articles/2026-02-24/blackrock-backs-dutch-chipmaker-axelera-ai-in-250-million-round,verified,250.0,,QCOM;INTC
ai2-robotics,AI2 Robotics,Robotics,Humanoid & Service Robots,Series B,venture,145.0,1400.0,2026-02-24,24-Feb-26,Feb-26,1Q26,2026,China (Shenzhen),"Baidu, CRRC","Yusys Technologies, Sentury Tire, Guotai Haitong Securities","Chinese humanoid robot company developing AI-powered general-purpose humanoid platforms. $145M Series B; lead investor undisclosed but likely state-linked Chinese VC. Competes with Unitree, Galbot, and Tesla (TSLA) Optimus. Watch for factory pilot programmes and government procurement.",https://www.therobotreport.com/ai2-robotics-raises-series-b-funding-advance-alphabot-embodied-ai/,verified,145.0,,TSLA;XPEV
taalas,Taalas,Semiconductors,Fabless Design,Other,venture,169,,2026-02-19,19-Feb-26,Feb-26,1Q26,2026,Canada (Toronto),Quiet Capital,"Fidelity Management & Research, Pierre Lamond",Develops model-specific AI inference chips (HC1) that hardwire AI model weights directly into silicon via TSMC. Claims 73x faster inference than Nvidia H200 at 1/10th the power.,https://siliconangle.com/2026/02/19/taalas-raises-169m-funding-develop-model-specific-ai-chips/,verified,,,
world-labs,World Labs,Robotics,Software & Simulation,Undisclosed,venture,1000.0,5000.0,2026-02-18,18-Feb-26,Feb-26,1Q26,2026,"USA (San Francisco, CA)","Autodesk, AMD, NVentures (NVIDIA), Fidelity Management & Research, Emerson Collective, Sea",,"Spatial AI company building large 3D world models founded by Fei-Fei Li. $1B round with Autodesk ($200M), AMD, NVIDIA, Fidelity signals convergence of 3D vision and generative AI. Competes with NVIDIA (NVDA) Omniverse and Google in spatial computing. Watch for enterprise product launch and robotics applications.",https://www.bloomberg.com/news/articles/2026-02-18/ai-pioneer-fei-fei-li-s-startup-world-labs-raises-1-billion,verified,1000.0,,NVDA;AMD
chipagents,ChipAgents,Semiconductors,EDA & IP,Series A,venture,50.0,,2026-02-18,18-Feb-26,Feb-26,1Q26,2026,"USA (Santa Clara, CA)",Matter Venture Partners (TSMC-backed),"Bessemer Venture Partners, Micron, MediaTek, Ericsson",AI-powered chip design agents that automate semiconductor verification and design workflows. $50M Series A from Matter Venture Partners (TSMC-backed) is strong strategic validation. Competes with Synopsys (SNPS) and Cadence (CDNS) AI design tools. Watch for foundry customer adoption and design cycle time reduction benchmarks.,https://siliconangle.com/2026/02/18/chipagents-secures-50m-funding-accelerate-agentic-chip-design/,verified,50.0,,SNPS;CDNS
satvu,SatVu,Space,Earth Observation,Series B,venture,41,,2026-02-17,17-Feb-26,Feb-26,1Q26,2026,United Kingdom,NATO Innovation Fund,,Thermal infrared video from space for real-time monitoring of industrial emissions.,https://spacenews.com/satvu-to-expand-thermal-imaging-constellation-with-nato-backed-funds/,verified,,,
9348 JP,iSpace,Space,Launch,Series D,venture,730.0,,2026-02-12,12-Feb-26,Feb-26,1Q26,2026,China (Beijing),"Cowin Capital, Jingming Capital","Spring Partners, Chengdu Industry Group, Qianlima Capital","Chinese commercial launch vehicle company developing reusable rockets. $730M Series D from Cowin Capital and Jingming Capital is the largest Chinese commercial launch raise. Competes with LandSpace, Galactic Energy, and SpaceX globally. Watch for orbital launch success and reuse demonstration.",https://spacenews.com/chinas-ispace-launch-firm-raises-record-729-million-for-reusable-rockets/,verified,730.0,,RKLB
axiom-space,Axiom Space,Space,In-Orbit Services,Debt Financing,debt,350.0,,2026-02-12,12-Feb-26,Feb-26,1Q26,2026,"USA (Houston, TX)","Type One Ventures, Qatar Investment Authority","1789 Capital, 4iG, LuminArx Capital, additional investors",Commercial space station + ISS-successor builder. $350M hybrid equity+debt mix co-led by Type One Ventures and Qatar Investment Authority — sovereign QIA participation reflects strategic Gulf sovereign positioning in commercial LEO infrastructure. Note: stored round=Debt Financing reflects the debt component; equity portion is co-mingled in this round.,https://www.axiomspace.com/release/axiom-space-secures-350m-financing-to-accelerate-space-station-spacesuit-development,verified,350.0,,
galaxea-ai,Galaxea AI,Robotics,Humanoid & Service Robots,Series B,venture,144.0,1400.0,2026-02-12,12-Feb-26,Feb-26,1Q26,2026,China (Beijing),Jinding Capital,"Hone Capital, Cathay Capital, Meituan Dragonball, Capital Today, Beijing Automotive Group, InnoVen Capital, Loyal Valley Capital","Chinese humanoid robot company developing general-purpose embodied AI platforms. $144M Series B from Jinding Capital is among the larger Chinese humanoid raises. Competes with Galbot, Unitree, and Agibot in Chinese humanoid market; globally with Figure AI and Tesla (TSLA). Watch for mass production and enterprise deployment announcements.",https://www.caixinglobal.com/2026-02-12/galaxea-ai-raises-144-million-as-chinas-robot-investment-frenzy-mounts-102413767.html,verified,144.0,,TSLA;XPEV
aalyria,Aalyria,Space,Satellite Communications,Series B,venture,100.0,1300.0,2026-02-12,12-Feb-26,Feb-26,1Q26,2026,"USA (Livermore, CA)","Battery Ventures, J2 Ventures",DYNE,"Laser-based free-space optical communication network for satellite and terrestrial connectivity. $100M Series B from Battery Ventures and J2 Ventures; spun out from Google's Project Loon. Competes with Mynaric (MYNA GR), CACI International, and traditional RF satellite links. Watch for DoD contracts and constellation customer adoption.",https://www.cnbc.com/2026/02/23/google-spinout-aalyria-valued-at-1point3-billion-in-100-million-round.html,verified,100.0,,GOOG
stark,Stark,Robotics,Software & Simulation,Undisclosed,venture,,1200.0,2026-02-12,12-Feb-26,Feb-26,1Q26,2026,Germany (Berlin),Founders Fund (Peter Thiel),"8VC, Doepfner Capital, In-Q-Tel, NATO Innovation Fund","Weaponized drone systems for armed-forces procurement; secured a Eur2.4B framework agreement with the German Bundeswehr (~Eur280M to be drawn this year, with deployment to a Lithuania brigade by end-2026). Founded 2024 by Florian Seibel (ex-Quantum Systems). Sequoia led the August 2025 round; Thiel Capital participated. Round amount and full investor list undisclosed in the Feb 2026 unicorn-valuation update. Offices in Stockholm and the UK.",https://sifted.eu/articles/stark-unicorn-valuation-following-german-armed-forces-deal,verified,,,
apptronik,Apptronik,Robotics,Humanoid & Service Robots,Series A (extension),venture,520.0,5500.0,2026-02-11,11-Feb-26,Feb-26,1Q26,2026,"USA (Austin, TX)","B Capital, Google, Mercedes-Benz","AT&T Ventures, John Deere, Qatar Investment Authority, PEAK6","Humanoid robotics company building Apollo general-purpose humanoid for warehouse and manufacturing. $520M Series A extension with B Capital, Google, and Mercedes-Benz is transformative — Mercedes partnership signals automotive industry pull. Competes with Figure AI, Tesla (TSLA) Optimus, 1X Technologies, and Agility Robotics. Watch for Mercedes factory pilot and first revenue-generating deployments.",https://www.cnbc.com/2026/02/11/apptronik-raises-520-million-at-5-billion-valuation-for-apollo-robot.html,verified,520.0,,TSLA;XPEV
olix-computing,Olix Computing,Semiconductors,Fabless Design,Series A,venture,220.0,1000.0,2026-02-11,11-Feb-26,Feb-26,1Q26,2026,United Kingdom (London),Hummingbird Ventures,"Plural, Vertex Ventures, LocalGlobe, Entrepreneurs First","UK-based photonic AI inference chips (OTPU) — first products ship 2027. $220M Series A from Hummingbird Ventures positions Olix as inference-focused photonic alternative to Lightmatter/Lightelligence/Ayar Labs, NOT training silicon as previously stored. Inference targeting low-power/low-latency edge and datacenter use cases.",https://techfundingnews.com/olix-220m-unicorn-photonic-ai-chips-inference/,verified,220.0,,NVDA
stoke-space,Stoke Space,Space,Launch,Series D (extension),venture,350.0,,2026-02-10,10-Feb-26,Feb-26,1Q26,2026,"USA (Kent, WA)",,,"Extension of Stoke Space's Oct-25 Series D, adding $350M to the original $510M (total $860M). Positions Stoke with $1.34B total raised for fully reusable Nova rocket development. Competes with Rocket Lab (RKLB) and SpaceX. Watch for first Nova flight test — key de-risking milestone.",https://spacenews.com/stoke-space-adds-350-million-to-series-d-round/,verified,1340.0,,RKLB
